index,seed,golden_rmse,random_rmse,cyclic_rmse,golden_vs_random_rel,golden_neg,random_neg,golden_admit,random_admit,unique_best
0,20260724,0.5347426195266584,0.7751790689962287,0.8488117431558233,-0.3101689133336752,0.075,0.0666666666666666,0.625,0.5416666666666666,True
1,20260725,0.5166951513911148,0.7409380877674856,0.8423216152017241,-0.3026473332637486,0.1166666666666666,0.0666666666666666,0.625,0.6666666666666666,True
2,20260726,0.5442775267438406,0.7890531327761018,0.8512542023134606,-0.3102143516889346,0.0791666666666666,0.1041666666666666,0.6666666666666666,0.6666666666666666,True
3,20260727,0.5117172734572345,0.7376055543757168,0.8885893285245903,-0.3062453632275941,0.0916666666666666,0.0791666666666666,0.6666666666666666,0.5833333333333334,True
4,20260728,0.5098649343741765,0.7290087750170522,0.873140161367399,-0.300605216497908,0.0958333333333333,0.0541666666666666,0.6666666666666666,0.6666666666666666,True
5,20260729,0.547652047055774,0.7528580067665843,0.8613982641291756,-0.2725692731782718,0.0875,0.0416666666666666,0.6666666666666666,0.625,True
6,20260730,0.5180183344083683,0.7916375988454863,0.8251584066344224,-0.3456370248661265,0.075,0.0583333333333333,0.6666666666666666,0.6666666666666666,True
7,20260731,0.514621501641229,0.7752092828029498,0.8523643405321344,-0.3361515231338625,0.1125,0.0958333333333333,0.6666666666666666,0.6666666666666666,True
